gx,gy,gz,ax,ay,az,target
8.400152672,-7.814656489,8.154580153,-0.685839233,0.204909668,-0.675046997,0
7.858167939,-16.60091603,2.61259542,-0.749071655,0.183913574,-0.604490356,0
8.018473282,-5.616183206,8.666030534,-0.695116577,0.231765137,-0.634763794,0
7.049007634,-6.349007634,3.994274809,-0.737108765,0.177810059,-0.60986145,0
9.186412214,-5.562748092,5.437022901,-0.73515564,0.20197998,-0.65258606,0
1.033740458,-2.646717557,0.230916031,-0.737108765,0.19416748,-0.622800903,0
4.47648855,-0.814656489,-0.166030534,-0.710497437,0.181472168,-0.649656372,0
0.186412214,-3.25740458,-3.708015267,-0.738817749,0.177810059,-0.630369263,0
0.346717557,0.490687023,-0.127862595,-0.725878296,0.207351074,-0.646726685,0
0.415419847,-0.53221374,-4.929389313,-0.714891968,0.188063965,-0.648435669,0
-0.286870229,-0.677251908,-4.761450382,-0.712694702,0.184157715,-0.623533325,0
0.377251908,0.589923664,-3.188931298,-0.726610718,0.184157715,-0.649168091,0
0.590992366,-1.890992366,-4.280534351,-0.71196228,0.180739746,-0.654295044,0
-1.126564885,-3.753587786,-6.883587786,-0.721972046,0.172438965,-0.663084106,0
-3.683816794,-3.524580153,-7.853053435,-0.704882202,0.162185059,-0.631834106,0
-3.492977099,-1.020763359,-8.791984733,-0.716600952,0.150466309,-0.659666138,0
-4.90519084,-0.799389313,-10.21183206,-0.713182983,0.133620605,-0.653806763,0
-6.760152672,-0.784122137,-8.791984733,-0.722460327,0.140700684,-0.649412231,0
-2.073129771,-0.058931298,-5.898854962,-0.712450562,0.133132324,-0.666746216,0
-2.996793893,-1.349007634,-4.799618321,-0.72734314,0.137770996,-0.657713013,0
2.224580153,-0.249770992,-0.143129771,-0.72758728,0.138015137,-0.679197388,0
-0.485343511,-3.089465649,-2.471374046,-0.736132202,0.144118652,-0.666013794,0
0.071908397,-4.280305344,0.169847328,-0.744432983,0.133864746,-0.642576294,0
2.255114504,-3.791755725,1.566793893,-0.734179077,0.162429199,-0.639158325,0
-0.821221374,-5.440610687,0.948473282,-0.729296265,0.153395996,-0.646726685,0
1.186412214,-4.936793893,2.833969466,-0.726610718,0.189040527,-0.638181763,0
-0.202900763,-3.364274809,2.09351145,-0.718065796,0.202224121,-0.626707153,0
2.224580153,3.040305344,1.635496183,-0.712206421,0.209060059,-0.645750122,0
0.47648855,6.055572519,-0.158396947,-0.689501343,0.219802246,-0.659421997,0
3.560458015,4.971603053,-5.616412214,-0.722460327,0.199294434,-0.6450177,0
-1.714351145,-0.509312977,-6.669847328,-0.742479858,0.197585449,-0.643796997,0
1.194045802,-3.142900763,-6.234732824,-0.714403687,0.158278809,-0.633787231,0
-0.59221374,-1.226870229,-5.082061069,-0.713182983,0.166335449,-0.659666138,0
0.926870229,-5.562748092,-4.38740458,-0.714647827,0.163161621,-0.682859497,0
-0.576946565,-4.745954198,-2.356870229,-0.732714233,0.148513184,-0.636228638,0
4.774198473,-3.852824427,-0.616412214,-0.724413452,0.141677246,-0.64477356,0
5.995572519,-4.837557252,2.001908397,-0.72368103,0.149245605,-0.661863403,0
7.079541985,-3.814656489,6.131679389,-0.717089233,0.146804199,-0.637449341,0
10.71312977,-3.280305344,7.979007634,-0.720507202,0.16291748,-0.651365356,0
10.74366412,-1.356641221,6.994274809,-0.721483765,0.160964355,-0.663816528,0
1.674961832,2.192977099,3.536259542,-0.72368103,0.133132324,-0.66430481,0
7.377251908,-4.349007634,2.505725191,-0.71977478,0.168044434,-0.667478638,0
2.331450382,-3.249770992,1.16221374,-0.705858765,0.15095459,-0.665037231,0
11.62916031,3.047938931,6.696564885,-0.670702515,0.149733887,-0.724363403,0
0.033740458,-1.112366412,-3.616412214,-0.694872437,0.159987793,-0.70336731,0
3.293282443,-0.677251908,-0.280534351,-0.71586853,0.142897949,-0.690916138,0
4.965038168,-0.295572519,1.284351145,-0.71953064,0.144851074,-0.698240356,0
3.285648855,-5.921526718,0.078244275,-0.727098999,0.152419434,-0.688474731,0
1.61389313,-6.455877863,-1.211832061,-0.67656189,0.157302246,-0.68798645,0
-4.172366412,-5.135267176,-4.341603053,-0.677782593,0.16657959,-0.711668091,0
-2.103664122,-1.280305344,-2.845419847,-0.634081421,0.15486084,-0.680662231,0
-5.775419847,-1.036030534,-6.410305344,-0.696581421,0.137526855,-0.6840802,0
-4.31740458,-3.242137405,-2.807251908,-0.690477905,0.163649902,-0.665037231,0
-3.714351145,-3.623816794,-4.150763359,-0.710009155,0.153151855,-0.663328247,0
-3.477709924,-6.829923664,-5.814885496,-0.735643921,0.152419434,-0.624998169,0
0.781832061,-7.455877863,-2.517175573,-0.740526733,0.141921387,-0.623045044,0
4.201679389,-7.242137405,0.40648855,-0.749315796,0.168288574,-0.631834106,0
2.919236641,-5.280305344,0.498091603,-0.72758728,0.153640137,-0.631101685,0
3.965038168,-3.53221374,1.604961832,-0.738329468,0.159987793,-0.6293927,0
2.812366412,-2.036030534,0.75,-0.736864624,0.155837402,-0.630125122,0
5.75129771,-2.013129771,1.02480916,-0.740038452,0.157546387,-0.638425903,0
4.102442748,-3.242137405,1.734732824,-0.737108765,0.173659668,-0.633787231,0
1.54519084,-3.310839695,-0.486641221,-0.730761108,0.160476074,-0.624998169,0
1.300916031,-1.952061069,-0.66221374,-0.733934937,0.154616699,-0.617185669,0
2.75129771,-1.898625954,1.131679389,-0.740038452,0.156325684,-0.610593872,0
3.652061069,-3.341374046,1.803435115,-0.741503296,0.156569824,-0.627195435,0
6.789465649,-4.623816794,3.780534351,-0.73539978,0.168532715,-0.622312622,0
4.972671756,-6.471145038,1.383587786,-0.713671265,0.180007324,-0.626951294,0
3.95740458,-5.333740458,0.536259542,-0.736620483,0.166091309,-0.625730591,0
3.690229008,-2.730687023,0.925572519,-0.734179077,0.164382324,-0.618162231,0
1.774198473,-1.486412214,-0.104961832,-0.749071655,0.168776855,-0.615964966,0
3.812366412,-3.242137405,0.421755725,-0.738329468,0.152907715,-0.627683716,0
0.736030534,-2.555114504,-1.814885496,-0.737352905,0.161452637,-0.619627075,0
0.400152672,-0.98259542,-1.402671756,-0.737841187,0.15486084,-0.604978638,0
0.262748092,-1.272671756,-1.18129771,-0.738573608,0.172438965,-0.59789856,0
0.445954198,-1.509312977,-0.753816794,-0.737841187,0.167067871,-0.619138794,0
0.583358779,-2.768854962,-0.059160305,-0.738085327,0.161208496,-0.615232544,0
0.812366412,-3.341374046,-0.036259542,-0.73906189,0.168776855,-0.627195435,0
1.087175573,-2.562748092,-0.013358779,-0.75859314,0.16291748,-0.618162231,0
2.186412214,-2.616183206,0.833969466,-0.734179077,0.181716309,-0.630857544,0
0.430687023,-3.280305344,-0.303435115,-0.727831421,0.180983887,-0.622312622,0
3.117709924,-2.921526718,1.345419847,-0.74711853,0.18635498,-0.623289185,0
2.812366412,-3.791755725,0.146946565,-0.740282593,0.185622559,-0.635740356,0
0.812366412,-4.478778626,-3.051526718,-0.737597046,0.180251465,-0.647214966,0
0.224580153,-3.280305344,-3.471374046,-0.745409546,0.157546387,-0.612791138,0
1.049007634,-2.84519084,-0.761450382,-0.737108765,0.161208496,-0.618894653,0
1.201679389,0.261679389,0.185114504,-0.736376343,0.167556152,-0.6137677,0
-0.263969466,-1.104732824,-0.532442748,-0.738329468,0.191237793,-0.62548645,0
2.339083969,-1.967328244,-0.005725191,-0.731737671,0.169265137,-0.612791138,0
0.781832061,-1.936793893,-2.188931298,-0.740770874,0.172194824,-0.640134888,0
-1.31740458,-1.150534351,-3.562977099,-0.732958374,0.176345215,-0.638914185,0
-2.134198473,-0.555114504,-3.501908397,-0.73539978,0.163405762,-0.620603638,0
-2.928091603,-3.211603053,-4.639312977,-0.72734314,0.170241699,-0.637937622,0
0.850534351,-3.12,-2.730916031,-0.742723999,0.15486084,-0.60986145,0
4.522290076,-2.410076336,1.95610687,-0.740282593,0.163894043,-0.645505981,0
2.728396947,-3.471145038,1.719465649,-0.734667358,0.185866699,-0.666990356,0
0.323816794,-2.967328244,-3.822519084,-0.741503296,0.16291748,-0.622800903,0
4.781832061,-1.784122137,2.09351145,-0.745409546,0.155837402,-0.635984497,0
1.995572519,-1.005496183,-1.333969466,-0.729052124,0.173903809,-0.640134888,0
1.186412214,1.895267176,-1.982824427,-0.734911499,0.149978027,-0.649412231,0
1.484122137,1.750229008,-0.616412214,-0.730272827,0.167556152,-0.662351685,0
-1.218167939,-0.242137405,-3.59351145,-0.740770874,0.159987793,-0.657957153,0
-2.561679389,-1.028396947,-3.860687023,-0.712938843,0.153884277,-0.648435669,0
0.361984733,-2.18870229,-1.059160305,-0.729540405,0.145339355,-0.639890747,0
1.110076336,-3.310839695,-0.967557252,-0.71977478,0.160476074,-0.650388794,0
2.102442748,-2.593282443,0.398854962,-0.723192749,0.152419434,-0.635496216,0
-0.073129771,-3.997862595,0.398854962,-0.724657593,0.162429199,-0.64867981,0
2.392519084,-2.036030534,1.139312977,-0.728319702,0.158034668,-0.649412231,0
3.552824427,-5.066564885,1.910305344,-0.736132202,0.15486084,-0.657713013,0
3.438320611,-4.997862595,3.09351145,-0.737841187,0.161696777,-0.639402466,0
-1.332671756,-2.91389313,-2.028625954,-0.709765015,0.191481934,-0.6450177,0
-7.103664122,-0.837557252,-8.395038168,-0.742235718,0.155593262,-0.630613403,0
0.491755725,-1.089465649,0.16221374,-0.738329468,0.135085449,-0.640134888,0
-1.019694656,-2.555114504,-3.288167939,-0.762255249,0.17854248,-0.656248169,0
-1.714351145,-3.868091603,-2.562977099,-0.772753296,0.140700684,-0.647214966,0
1.300916031,-1.669618321,-1.166030534,-0.746141968,0.170974121,-0.644285278,0
0.850534351,-2.196335878,-1.188931298,-0.752977905,0.17829834,-0.62133606,0
2.560458015,-2.547480916,0.688931298,-0.763231812,0.133132324,-0.636472778,0
2.064274809,-2.333740458,-1.898854962,-0.730761108,0.160720215,-0.624998169,0
-2.599847328,-2.616183206,-5.257633588,-0.750536499,0.161940918,-0.619871216,0
1.056641221,-1.761221374,-0.127862595,-0.74321228,0.162185059,-0.595457153,0
3.621526718,-2.226870229,1.345419847,-0.729052124,0.161452637,-0.631345825,0
3.09480916,-2.303206107,1.101145038,-0.729296265,0.162429199,-0.614500122,0
5.736030534,-2.944427481,3.452290076,-0.743944702,0.153884277,-0.623533325,0
5.789465649,-3.142900763,3.734732824,-0.735888062,0.166335449,-0.6137677,0
4.720763359,-2.91389313,2.101145038,-0.731005249,0.179763184,-0.629880981,0
2.667328244,-1.77648855,0.062977099,-0.729540405,0.17829834,-0.623777466,0
-0.218167939,-1.661984733,-2.036259542,-0.734667358,0.174880371,-0.63329895,0
1.552824427,-3.104732824,-0.494274809,-0.742235718,0.15876709,-0.607664185,0
2.102442748,-2.990229008,-0.150763359,-0.742235718,0.161208496,-0.621824341,0
3.781832061,-3.364274809,-1.059160305,-0.738329468,0.164382324,-0.616209106,0
2.041374046,-3.432977099,0.833969466,-0.741991577,0.167800293,-0.631834106,0
1.125343511,-1.753587786,-0.562977099,-0.732225952,0.174147949,-0.6293927,0
1.09480916,-1.768854962,-0.509541985,-0.736132202,0.176101074,-0.626707153,0
1.361984733,-2.05129771,-0.196564885,-0.728075562,0.165114746,-0.634275513,0
2.178778626,-1.929160305,1.704198473,-0.738817749,0.159987793,-0.649900513,0
1.201679389,-2.364274809,-0.38740458,-0.742235718,0.190749512,-0.647947388,0
2.16351145,-2.081832061,-1.219465649,-0.747362671,0.177321777,-0.607420044,0
2.590992366,-3.837557252,-1.074427481,-0.73149353,0.186843262,-0.644529419,0
0.392519084,-1.753587786,-2.875954198,-0.745653687,0.15901123,-0.627683716,0
5.194045802,-2.46351145,-0.715648855,-0.732958374,0.157546387,-0.597410278,0
-0.065496183,-1.822290076,-7.143129771,-0.755907593,0.220778809,-0.641599731,0
-1.83648855,-4.028396947,-5.952290076,-0.755907593,0.138015137,-0.623289185,0
-3.90519084,-5.272671756,-11.21183206,-0.745165405,0.168044434,-0.652341919,0
-11.7448855,-5.631450382,-12.79961832,-0.744432983,0.124099121,-0.585447388,0
3.064274809,-2.875725191,1.536259542,-0.762987671,0.081130371,-0.628904419,0
5.621526718,-1.944427481,0.986641221,-0.760790405,0.132399902,-0.622800903,0
-0.302137405,-8.287938931,-6.417938931,-0.780809937,0.13166748,-0.615232544,0
4.392519084,-6.127633588,0.940839695,-0.74321228,0.098952637,-0.583982544,0
5.178778626,-1.058931298,1.566793893,-0.772753296,0.137282715,-0.618894653,0
2.300916031,-0.32610687,3.879770992,-0.756884155,0.138015137,-0.636472778,0
4.018473282,0.475419847,5.917938931,-0.769335327,0.145095215,-0.622312622,0
1.88870229,1.986870229,5.61259542,-0.747362671,0.129958496,-0.593015747,0
2.949770992,2.147175573,3.353053435,-0.740282593,0.12751709,-0.607420044,0
0.529923664,1.177709924,0.895038168,-0.750292358,0.164138184,-0.63696106,0
-0.073129771,-1.448244275,2.253816794,-0.740038452,0.127028809,-0.626218872,0
2.896335878,-0.654351145,3.948473282,-0.740282593,0.159499512,-0.623289185,0
-0.294503817,-1.814656489,0.047709924,-0.737108765,0.179519043,-0.64111145,0
-1.325038168,-6.150534351,-0.845419847,-0.725878296,0.167312012,-0.665525513,0
-2.019694656,1.963969466,-2.479007634,-0.714647827,0.157058105,-0.640134888,0
-2.065496183,1.773129771,-5.028625954,-0.730516968,0.184401855,-0.663328247,0
-2.721984733,-1.089465649,-3.38740458,-0.750536499,0.134597168,-0.66430481,0
1.568091603,-2.181068702,0.47519084,-0.744188843,0.170974121,-0.632322388,0
